gene,gene_symbol,gene_label,mean_abs_shap
242573_at,,242573_at,0.0004292751473886
1554447_at,JPX,JPX,0.0004288371090815
223211_at,HACL1,HACL1,0.00042688856821
205346_at,ST3GAL2,ST3GAL2,0.0004254015538368
203031_s_at,UROS,UROS,0.0004253557148144
235009_at,BOD1L1,BOD1L1,0.0004240836128663
229917_at,AGAP2,AGAP2,0.0004204855558066
223185_s_at,BHLHE41,BHLHE41,0.0004195014761137
233868_x_at,ADAM33,ADAM33,0.0004190424307953
204365_s_at,REEP1,REEP1,0.000418947976096
211597_s_at,HOPX,HOPX,0.0004188844495742
223011_s_at,OCIAD1,OCIAD1,0.0004187532841378
209219_at,MIR1236|NELFE,MIR1236|NELFE,0.0004183375311394
236817_at,ADAT2,ADAT2,0.0004162423887889
224999_at,EGFR,EGFR,0.0004150554064774
212894_at,SUPV3L1,SUPV3L1,0.0004148605545108
208953_at,LARP4B,LARP4B,0.0004141288126445
211073_x_at,RNU86|RPL3|SNORD83B,RNU86|RPL3|SNORD83B,0.0004130781156474
228855_at,NUDT7,NUDT7,0.0004087128712426
240180_at,,240180_at,0.0004064699505028
200065_s_at,ARF1|MIR3620,ARF1|MIR3620,0.0004037366072896
243361_at,SREK1,SREK1,0.000403295719801
237018_at,,237018_at,0.0004019533437224
200640_at,YWHAZ,YWHAZ,0.0004012978789041
200792_at,XRCC6,XRCC6,0.0003984687531595
205572_at,ANGPT2,ANGPT2,0.0003982830441163
220609_at,LOC202181,LOC202181,0.0003965157651797
200780_x_at,GNAS,GNAS,0.0003956089655967
1569482_at,,1569482_at,0.0003919463348492
213132_s_at,MCAT,MCAT,0.0003899626548716
212954_at,DYRK4,DYRK4,0.0003897161970602
231016_s_at,ARNT,ARNT,0.0003895730237505
242319_at,DGKG,DGKG,0.000388648328506
214020_x_at,ITGB5,ITGB5,0.0003886460974637
222298_at,,222298_at,0.0003885940995146
244753_at,,244753_at,0.0003863831739456
222474_s_at,TOMM22,TOMM22,0.0003851319554466
222614_at,,222614_at,0.0003842483391768
229810_at,RSPH3,RSPH3,0.0003840451915567
232426_at,SV2B,SV2B,0.0003840184463845
205899_at,CCNA1,CCNA1,0.000383801837939
204610_s_at,CCDC85B,CCDC85B,0.0003835484487382
208713_at,HNRNPUL1,HNRNPUL1,0.0003833732636194
237072_at,,237072_at,0.0003779606366215
200748_s_at,FTH1,FTH1,0.0003754407747117
204863_s_at,IL6ST,IL6ST,0.0003752677784102
241745_at,LOC100507557,LOC100507557,0.0003719865743517
206809_s_at,HNRNPA3|HNRNPA3P1,HNRNPA3|HNRNPA3P1,0.0003701430664473
208248_x_at,APLP2,APLP2,0.0003700173510337
201579_at,FAT1,FAT1,0.000369412645017
204081_at,NRGN,NRGN,0.0003687220749471
213457_at,MFHAS1,MFHAS1,0.0003657820147339
1556941_a_at,LOC283484,LOC283484,0.0003643522212636
230150_at,BCAP29,BCAP29,0.0003643491519745
221772_s_at,PPP2R2D,PPP2R2D,0.0003635188444206
234677_at,RP11-338N10.1,RP11-338N10.1,0.0003633975912412
204795_at,PRR3,PRR3,0.0003631042922467
205711_x_at,ATP5C1,ATP5C1,0.0003615256491196
229289_at,FAM71E1,FAM71E1,0.0003608041372125
223328_at,ARMC10,ARMC10,0.0003604853723785
227051_at,BACE2,BACE2,0.0003601153254819
203297_s_at,JARID2,JARID2,0.0003597163525436
215001_s_at,GLUL,GLUL,0.0003593262247889
239096_at,,239096_at,0.0003574176952383
227084_at,DTNA,DTNA,0.0003541992473394
209421_at,MSH2,MSH2,0.0003537597073322
1554500_a_at,RGS7,RGS7,0.0003529011541951
204343_at,ABCA3,ABCA3,0.0003512115198828
212130_x_at,EIF1,EIF1,0.0003500392714232
200913_at,PPM1G,PPM1G,0.0003449224025538
241588_at,,241588_at,0.0003444947133971
201529_s_at,RPA1,RPA1,0.0003435544480193
212532_s_at,LSM12,LSM12,0.0003424193862458
203112_s_at,MIR943|NELFA,MIR943|NELFA,0.0003411079547376
218653_at,SLC25A15,SLC25A15,0.0003407209124457
202724_s_at,FOXO1,FOXO1,0.0003400456557445
240765_at,,240765_at,0.000339910961436
218302_at,PSENEN,PSENEN,0.0003372926008527
236901_at,,236901_at,0.0003350592858492
206275_s_at,MICAL2,MICAL2,0.0003332686743088
212624_s_at,CHN1,CHN1,0.0003310074259616
205257_s_at,AMPH,AMPH,0.0003303333555231
202802_at,DHPS,DHPS,0.0003287647606063
202920_at,ANK2,ANK2,0.0003273339269423
209059_s_at,EDF1,EDF1,0.0003247601435302
218456_at,CAPRIN2,CAPRIN2,0.0003233864997708
222064_s_at,AARSD1|PTGES3L|PTGES3L-AARSD1,AARSD1|PTGES3L|PTGES3L-AARSD1,0.0003233449067725
215385_at,,215385_at,0.0003216020138052
201214_s_at,PPP1R7,PPP1R7,0.0003206615698734
1553274_a_at,SNRNP48,SNRNP48,0.0003200915317936
225568_at,TMEM141,TMEM141,0.0003196131384036
209279_s_at,NSDHL,NSDHL,0.0003187063834168
207088_s_at,SLC25A11,SLC25A11,0.0003184208698635
207012_at,MMP16,MMP16,0.0003171659911025
201614_s_at,RUVBL1,RUVBL1,0.0003156719925633
241762_at,FBXO32,FBXO32,0.0003147534523659
37796_at,LRCH4|SAP25,LRCH4|SAP25,0.0003123653642179
210715_s_at,SPINT2,SPINT2,0.0003121210379075
217941_s_at,ERBB2IP,ERBB2IP,0.0003115546947421
AFFX-r2-Bs-dap-3_at,,AFFX-r2-Bs-dap-3_at,0.0003114588628702
227196_at,RHPN2,RHPN2,0.0003106742815742
223913_s_at,MIR7-3HG,MIR7-3HG,0.0003106069507546
222862_s_at,AK5,AK5,0.0003104576564738
202364_at,MXI1,MXI1,0.0003085339468608
225779_at,SLC27A4,SLC27A4,0.0003072860737006
231967_at,PHF20L1,PHF20L1,0.0003052882804777
235879_at,,235879_at,0.0003047701569072
220744_s_at,IFT122|LOC101927266,IFT122|LOC101927266,0.0003042332345749
232523_at,MEGF10,MEGF10,0.0003037101787101
242372_s_at,MFSD4,MFSD4,0.000301651804706
242579_at,BMPR1B,BMPR1B,0.0003014096940153
214771_x_at,MPRIP,MPRIP,0.000300413050783
208851_s_at,THY1,THY1,0.0003004035049878
203410_at,AP3M2,AP3M2,0.0002998644696078
221260_s_at,CSRNP2,CSRNP2,0.0002996497240458
227321_at,GATS,GATS,0.0002982477300486
32099_at,SAFB2,SAFB2,0.0002964742905321
205514_at,ZNF415,ZNF415,0.0002955676106393
225407_at,MBP,MBP,0.0002955243585336
201971_s_at,ATP6V1A,ATP6V1A,0.0002943256351694
1554701_a_at,TBC1D16,TBC1D16,0.000291331476804
212988_x_at,ACTB|ACTG1,ACTB|ACTG1,0.0002911542661632
211071_s_at,MLLT11,MLLT11,0.0002908267100381
211995_x_at,ACTB|ACTG1,ACTB|ACTG1,0.0002906103445807
244669_at,SNORD50A|SNORD50B,SNORD50A|SNORD50B,0.0002898683345315
238658_at,,238658_at,0.0002896766731281
216101_at,,216101_at,0.0002893002700155
239831_at,TMEM106C,TMEM106C,0.00028737687814
223708_at,C1QTNF4,C1QTNF4,0.000285086012105
212573_at,ENDOD1,ENDOD1,0.0002846869048004
212563_at,BOP1|MIR7112,BOP1|MIR7112,0.0002834722286782
201592_at,EIF3H,EIF3H,0.0002831316972149
209991_x_at,GABBR2,GABBR2,0.0002823605908809
212159_x_at,AP2A2,AP2A2,0.0002816017536708
AFFX-r2-Bs-thr-3_s_at,,AFFX-r2-Bs-thr-3_s_at,0.0002768584921026
214739_at,LRCH3,LRCH3,0.0002758951251303
235484_at,PTAR1,PTAR1,0.0002745841578042
209384_at,PROSC,PROSC,0.0002730494605927
209295_at,TNFRSF10B,TNFRSF10B,0.0002699802970906
225905_s_at,ST3GAL3,ST3GAL3,0.0002690717285375
214890_s_at,FAM149A,FAM149A,0.0002681190762855
238836_at,,238836_at,0.0002671042694148
207877_s_at,NVL,NVL,0.0002668317982607
217720_at,CHCHD2,CHCHD2,0.0002665262305707
209029_at,COPS7A,COPS7A,0.0002639787129701
222750_s_at,SRD5A3,SRD5A3,0.0002633676881267
218086_at,NPDC1,NPDC1,0.0002624810255175
233869_x_at,,233869_x_at,0.0002619675587602
219255_x_at,IL17RB,IL17RB,0.0002579944214744
225719_s_at,MRPL55,MRPL55,0.0002549980937182
213479_at,NPTX2,NPTX2,0.0002511428512502
200898_s_at,MGEA5,MGEA5,0.000250548481445
238277_at,,238277_at,0.0002502161092576
240636_at,,240636_at,0.0002487867873427
233039_at,,233039_at,0.0002481227310526
213762_x_at,LOC101928747|RBMX|SNORD61,LOC101928747|RBMX|SNORD61,0.0002480680622259
229293_at,,229293_at,0.0002457693762448
236484_at,,236484_at,0.0002452379322517
211776_s_at,EPB41L3,EPB41L3,0.0002446617137832
214167_s_at,RPLP0,RPLP0,0.0002438359653928
226291_at,ALS2,ALS2,0.0002435261172656
202070_s_at,IDH3A,IDH3A,0.0002420402029671
201347_x_at,GRHPR,GRHPR,0.0002418124464967
212727_at,DLG3,DLG3,0.000240364234674
212270_x_at,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,0.0002367285792718
243127_x_at,DNASE1,DNASE1,0.0002350462438731
202322_s_at,GGPS1,GGPS1,0.0002337311863165
204992_s_at,PFN2,PFN2,0.0002331570993155
217965_s_at,SAP30BP,SAP30BP,0.0002328537880002
212787_at,YLPM1,YLPM1,0.0002319964980667
1559402_a_at,C1orf61,C1orf61,0.0002315733425138
212266_s_at,SRSF5,SRSF5,0.0002300989878014
213465_s_at,PPP1R7,PPP1R7,0.0002290670632184
201047_x_at,RAB6A|WTH3DI,RAB6A|WTH3DI,0.000228789026441
203656_at,FIG4,FIG4,0.0002283529916324
244040_at,KCNN3,KCNN3,0.0002283441596652
207232_s_at,DZIP3,DZIP3,0.0002281262253873
213744_at,ATRNL1,ATRNL1,0.0002262033864221
226024_at,COMMD1,COMMD1,0.0002257474450096
213512_at,C14orf79,C14orf79,0.0002255148522383
212736_at,C16orf45,C16orf45,0.0002244984425308
214011_s_at,NOP16,NOP16,0.0002229995813494
222409_at,CORO1C,CORO1C,0.0002222691317987
232469_x_at,SSBP3-AS1,SSBP3-AS1,0.00022206291851
227283_at,EFR3B,EFR3B,0.0002218578466277
227882_at,FKRP,FKRP,0.0002216758039984
218310_at,KCTD7|RABGEF1,KCTD7|RABGEF1,0.0002216302232087
1558592_at,AX747507,AX747507,0.0002213011120365
220999_s_at,CYFIP2,CYFIP2,0.0002206020781452
212207_at,MED13L,MED13L,0.0002195820594838
240052_at,ITPR1,ITPR1,0.0002188672098035
1561362_at,,1561362_at,0.0002186235203671
216524_x_at,,216524_x_at,0.0002184841923624
231506_at,,231506_at,0.0002180910492606
232027_at,SYNE1,SYNE1,0.0002180872348476
223857_x_at,EMC4,EMC4,0.0002159387932231
215416_s_at,STOML2,STOML2,0.0002154978059894
239497_at,,239497_at,0.0002154441596414
206342_x_at,IDS,IDS,0.0002150201470468
204711_at,KIAA0753,KIAA0753,0.0002147005349216
244646_at,,244646_at,0.0002144565279639
218623_at,HMP19,HMP19,0.000214041547768
231695_at,,231695_at,0.0002133819283513
243431_at,,243431_at,0.0002114167916552
233449_at,,233449_at,0.0002112034760436
218220_at,C12orf10,C12orf10,0.0002107184679367
201186_at,LRPAP1,LRPAP1,0.0002099436310813
220688_s_at,MRTO4,MRTO4,0.0002081309550289
205761_s_at,DUS4L,DUS4L,0.0002079919158285
219445_at,GLTSCR1,GLTSCR1,0.0002077404920803
223124_s_at,PITHD1,PITHD1,0.000206998054768
213682_at,NUP50,NUP50,0.000206866479242
209484_s_at,NSL1,NSL1,0.0002065324192096
234989_at,MIR612|NEAT1,MIR612|NEAT1,0.0002054925271025
1555284_at,ALS2,ALS2,0.0002046247975263
233506_at,RP11-469M7.1,RP11-469M7.1,0.0002034960072843
225556_at,VMA21,VMA21,0.0002032532702065
223316_at,CCDC3,CCDC3,0.0002028561576908
213195_at,LYRM9,LYRM9,0.0002025744766872
222558_at,RPRD1A,RPRD1A,0.0002022266863975
200620_at,TMEM59,TMEM59,0.0002015573854164
210701_at,CFDP1,CFDP1,0.0002003428944788
220467_at,,220467_at,0.0002000435193993
205702_at,PHTF1,PHTF1,0.0001996524180351
222594_s_at,SPATS2,SPATS2,0.0001993091183689
237745_at,TSC22D1-AS1,TSC22D1-AS1,0.0001991450330391
211962_s_at,ZFP36L1,ZFP36L1,0.0001990535903645
217959_s_at,MIR3656|TRAPPC4,MIR3656|TRAPPC4,0.0001977471878133
243178_at,,243178_at,0.0001960648423978
212537_x_at,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,0.0001953440881347
228038_at,SOX2,SOX2,0.0001951978921034
244414_at,,244414_at,0.0001951285769598
225379_at,MAPT,MAPT,0.000193421871296
203466_at,MPV17,MPV17,0.000192408763664
1555419_a_at,ASAH1,ASAH1,0.0001913889921136
206169_x_at,ZC3H7B,ZC3H7B,0.0001904407822464
226618_at,UBE2QL1,UBE2QL1,0.0001898681655923
209291_at,ID4,ID4,0.0001873768251048
220419_s_at,USP25,USP25,0.0001868975099298
210263_at,KCNF1,KCNF1,0.0001867416964481
236007_at,AKAP10,AKAP10,0.0001866469935851
228774_at,CEP78,CEP78,0.0001858289351069
222364_at,SLC44A1,SLC44A1,0.0001838087964174
220720_x_at,MZT2B,MZT2B,0.0001832763126471
204002_s_at,ICA1,ICA1,0.0001824263019278
212271_at,MAPK1,MAPK1,0.0001802349459303
235601_at,,235601_at,0.0001800213942749
1554260_a_at,FRYL,FRYL,0.0001759500964629
235377_at,MLIP,MLIP,0.0001754653336662
232150_at,,232150_at,0.0001753745368181
1561778_at,,1561778_at,0.0001744414196655
222902_s_at,EXO5,EXO5,0.0001736057104405
204684_at,NPTX1,NPTX1,0.000173578919047
238350_at,UBN2,UBN2,0.0001718858349516
207789_s_at,DPP6,DPP6,0.0001703376439212
227830_at,GABRB3,GABRB3,0.0001693345885971
215698_at,KDM5A,KDM5A,0.0001693344437743
210338_s_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D,0.0001691498195522
243442_x_at,,243442_x_at,0.0001678593995433
203197_s_at,C1orf123,C1orf123,0.0001671186458521
226644_at,MIB2,MIB2,0.0001670507219104
204352_at,TRAF5,TRAF5,0.0001667299731763
223088_x_at,ECHDC1,ECHDC1,0.0001662527236733
226648_at,HIF1AN,HIF1AN,0.0001635532527835
232288_at,LOC102724985|PDXDC1|PDXDC2P,LOC102724985|PDXDC1|PDXDC2P,0.0001630872804498
230949_at,SLC23A3,SLC23A3,0.0001630473817174
226360_at,ZNRF3,ZNRF3,0.0001629446871519
207598_x_at,XRCC2,XRCC2,0.0001627121366937
240478_at,,240478_at,0.000162324074089
233167_at,SELO,SELO,0.0001618385082655
243249_at,,243249_at,0.0001616874987828
232305_at,HMGCLL1,HMGCLL1,0.0001607985930728
231986_at,RIMS1,RIMS1,0.0001607752455431
210011_s_at,EWSR1,EWSR1,0.00016001244983
218732_at,PTRH2,PTRH2,0.0001593893733679
215785_s_at,CYFIP2,CYFIP2,0.000158288577024
227897_at,,227897_at,0.0001576503649921
241228_at,,241228_at,0.0001571684733857
230482_at,ST6GALNAC5,ST6GALNAC5,0.0001540648527605
1557721_at,RP11-416I2.1,RP11-416I2.1,0.0001540323475553
242646_at,,242646_at,0.0001537243181068
208623_s_at,EZR,EZR,0.0001527514025712
214889_at,FAM149A,FAM149A,0.0001526706748493
214782_at,CTTN,CTTN,0.0001524686906243
201400_at,PSMB3,PSMB3,0.0001513940599712
224331_s_at,MRPL36,MRPL36,0.0001506553406215
200643_at,HDLBP,HDLBP,0.0001506481802171
215991_s_at,EMC1,EMC1,0.0001506452343874
221062_at,HS3ST3B1,HS3ST3B1,0.0001504049057222
1554595_at,SYMPK,SYMPK,0.0001494588897019
226579_at,RP11-73M18.8,RP11-73M18.8,0.0001494537657159
AFFX-HUMGAPDH/M33197_5_at,GAPDH,GAPDH,0.0001488613067723
211710_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,0.0001470576823327
236524_at,,236524_at,0.0001466778863059
232795_at,,232795_at,0.0001453392381106
212282_at,TMEM97,TMEM97,0.000145261528241
1558831_x_at,,1558831_x_at,0.0001450548667047
214333_x_at,IDH3G,IDH3G,0.0001447559983977
222160_at,AKAP8L,AKAP8L,0.0001435896550965
222548_s_at,MAP4K4,MAP4K4,0.0001424611277446
225293_at,COL27A1,COL27A1,0.000142083219217
237628_at,,237628_at,0.0001415736162667
240451_at,,240451_at,0.0001407272664675
1566079_at,RPS16P5,RPS16P5,0.0001404801403586
213005_s_at,KANK1,KANK1,0.0001401652727276
236946_at,,236946_at,0.000140145343205
209839_at,DNM3,DNM3,0.0001390947452059
210679_x_at,,210679_x_at,0.0001389205549789
225781_at,MAPK9,MAPK9,0.0001389081360962
217546_at,MT1M,MT1M,0.0001386546099818
1562110_at,BC022892,BC022892,0.000136998366857
217733_s_at,TMSB10,TMSB10,0.0001366179459866
1558426_x_at,ORAI2,ORAI2,0.000136535107329
212252_at,CAMKK2,CAMKK2,0.0001334716666273
200932_s_at,DCTN2,DCTN2,0.000133342359068
203105_s_at,DNM1L,DNM1L,0.0001331271608609
210598_at,,210598_at,0.0001327332286483
243256_at,MKNK1,MKNK1,0.0001317818916835
244350_at,MYO10,MYO10,0.0001310629294645
226382_at,LOC283070,LOC283070,0.0001300375375068
223757_at,DIO3OS,DIO3OS,0.0001295177491569
206349_at,LGI1,LGI1,0.0001285028785718
243005_at,,243005_at,0.000127826113813
227082_at,ZBTB20,ZBTB20,0.0001271059324729
1558854_a_at,,1558854_a_at,0.00012594840163
51192_at,SSH3,SSH3,0.0001241742208783
220979_s_at,ST6GALNAC5,ST6GALNAC5,0.0001224181747786
236571_at,,236571_at,0.0001212957419714
242808_at,LOC101060510,LOC101060510,0.0001172323176484
231136_at,,231136_at,0.0001171964024076
1558295_a_at,PPFIA2,PPFIA2,0.0001157332566988
203415_at,PDCD6,PDCD6,0.0001144916426058
1554964_x_at,,1554964_x_at,0.0001137497547827
35666_at,SEMA3F,SEMA3F,0.0001131852186595
1560277_a_at,C12orf80,C12orf80,0.0001123930982324
221792_at,RAB6B,RAB6B,0.0001114498940885
241627_x_at,ARHGEF40,ARHGEF40,0.0001100862647485
213629_x_at,MT1F,MT1F,0.0001084770613205
235716_at,,235716_at,0.0001075266683465
200642_at,SOD1,SOD1,0.0001067973969726
223223_at,ARV1,ARV1,0.0001062041646592
224567_x_at,MALAT1,MALAT1,0.0001058525041342
214857_at,RPARP-AS1,RPARP-AS1,0.0001047194585288
242195_x_at,NUMBL,NUMBL,0.0001031647509224
204744_s_at,IARS,IARS,0.0001026505763086
209300_s_at,NECAP1,NECAP1,0.0001013245461488
201269_s_at,NUDCD3,NUDCD3,0.0001011825910449
200079_s_at,KARS,KARS,0.0001008489830203
244766_at,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,BOLA2|LOC101060386|LOC101060596|LOC101060604|LOC102723773|LOC613037|NPIPA5|NPIPB4|NPIPB5|SLC7A5P1|SMG1|SMG1P1|SMG1P2|SMG1P3|SMG1P5|SMG1P7,0.000100458412713
220668_s_at,DNMT3B,DNMT3B,9.901816936905084e-05
1552507_at,KCNE4,KCNE4,9.878268050861385e-05
202530_at,MAPK14,MAPK14,9.86688931819228e-05
208811_s_at,DNAJB6|TMEM135,DNAJB6|TMEM135,9.851734166726512e-05
219463_at,LAMP5,LAMP5,9.834292001916835e-05
240230_s_at,AGAP9,AGAP9,9.80767436890952e-05
224156_x_at,IL17RB,IL17RB,9.742658384811077e-05
201580_s_at,TMX4,TMX4,9.670731091142374e-05
1559420_x_at,CACNB2,CACNB2,9.595846037441373e-05
214665_s_at,CHP1,CHP1,9.576311270933318e-05
219028_at,HIPK2,HIPK2,9.541062509753548e-05
232614_at,,232614_at,9.538993977946055e-05
211386_at,MGC12488,MGC12488,9.529174309163137e-05
211424_x_at,METTL7A,METTL7A,9.45067646679915e-05
212423_at,ZCCHC24,ZCCHC24,9.167871211906294e-05
210759_s_at,PSMA1,PSMA1,9.136701055162416e-05
210357_s_at,SMOX,SMOX,9.01769233887096e-05
224376_s_at,C20orf24|TGIF2-C20orf24,C20orf24|TGIF2-C20orf24,8.967483818688647e-05
226938_at,DCAF4,DCAF4,8.867661936350935e-05
210600_s_at,GRK4,GRK4,8.867176759016362e-05
236949_at,,236949_at,8.677319710769521e-05
202144_s_at,ADSL,ADSL,8.654132433197181e-05
243768_at,,243768_at,8.599352583510646e-05
217446_x_at,,217446_x_at,8.586375170838482e-05
238354_x_at,,238354_x_at,8.566703365526941e-05
239978_at,,239978_at,8.501170843855863e-05
52255_s_at,COL5A3,COL5A3,8.491131532435625e-05
209227_at,TUSC3,TUSC3,8.411955012579428e-05
236465_at,RNF175,RNF175,8.341385810855845e-05
204701_s_at,STOML1,STOML1,8.31700738048294e-05
1561850_at,LOC100133669,LOC100133669,8.085826256615276e-05
1555803_a_at,C11orf57,C11orf57,8.05939810341218e-05
237600_at,,237600_at,8.017160295494509e-05
212859_x_at,MT1E,MT1E,7.864781941477104e-05
236725_at,WWC1,WWC1,7.858650862763978e-05
244007_at,ZNF462,ZNF462,7.852553489549981e-05
205594_at,ZNF652,ZNF652,7.791716225209229e-05
204246_s_at,DCTN3,DCTN3,7.566109161421095e-05
231896_s_at,DENR,DENR,7.343980248437566e-05
1555935_s_at,HUNK,HUNK,7.293672524908494e-05
