gene,importance_mean,importance_std
1554636_at,0.0,0.0
1554675_a_at,0.0,0.0
1556813_at,0.0,0.0
1554701_a_at,0.0,0.0
1556641_at,0.0,0.0
1556442_x_at,0.0,0.0
1556425_a_at,0.0,0.0
1556420_s_at,0.0,0.0
1556378_a_at,0.0,0.0
1556373_a_at,0.0,0.0
1556364_at,0.0,0.0
1556359_at,0.0,0.0
1556352_at,0.0,0.0
1556244_s_at,0.0,0.0
1556007_s_at,0.0,0.0
1555982_at,0.0,0.0
1555950_a_at,0.0,0.0
1555935_s_at,0.0,0.0
1555931_at,0.0,0.0
1555881_s_at,0.0,0.0
1555824_a_at,0.0,0.0
1555803_a_at,0.0,0.0
1555419_a_at,0.0,0.0
1555284_at,0.0,0.0
1555278_a_at,0.0,0.0
1555272_at,0.0,0.0
1554964_x_at,0.0,0.0
1554963_at,0.0,0.0
1554863_s_at,0.0,0.0
1554771_at,0.0,0.0
1554770_x_at,0.0,0.0
1563130_a_at,0.0,0.0
1564580_at,0.0,0.0
201154_x_at,0.0,0.0
200813_s_at,0.0,0.0
200901_s_at,0.0,0.0
200898_s_at,0.0,0.0
200882_s_at,0.0,0.0
200877_at,0.0,0.0
200876_s_at,0.0,0.0
200875_s_at,0.0,0.0
200863_s_at,0.0,0.0
200862_at,0.0,0.0
200843_s_at,0.0,0.0
200823_x_at,0.0,0.0
200822_x_at,0.0,0.0
200820_at,0.0,0.0
200816_s_at,0.0,0.0
200812_at,0.0,0.0
1565620_at,0.0,0.0
200811_at,0.0,0.0
200810_s_at,0.0,0.0
200802_at,0.0,0.0
200801_x_at,0.0,0.0
200799_at,0.0,0.0
200793_s_at,0.0,0.0
200792_at,0.0,0.0
200789_at,0.0,0.0
200786_at,0.0,0.0
200780_x_at,0.0,0.0
200758_s_at,0.0,0.0
200754_x_at,0.0,0.0
200750_s_at,0.0,0.0
200906_s_at,0.0,0.0
200913_at,0.0,0.0
200932_s_at,0.0,0.0
200941_at,0.0,0.0
201145_at,0.0,0.0
201142_at,0.0,0.0
201135_at,0.0,0.0
201123_s_at,0.0,0.0
201118_at,0.0,0.0
201113_at,0.0,0.0
201106_at,0.0,0.0
201090_x_at,0.0,0.0
201089_at,0.0,0.0
201076_at,0.0,0.0
201072_s_at,0.0,0.0
201047_x_at,0.0,0.0
201030_x_at,0.0,0.0
201020_at,0.0,0.0
201000_at,0.0,0.0
200982_s_at,0.0,0.0
200981_x_at,0.0,0.0
200978_at,0.0,0.0
200975_at,0.0,0.0
200973_s_at,0.0,0.0
200968_s_at,0.0,0.0
200967_at,0.0,0.0
200966_x_at,0.0,0.0
200960_x_at,0.0,0.0
200955_at,0.0,0.0
200953_s_at,0.0,0.0
200950_at,0.0,0.0
200748_s_at,0.0,0.0
200735_x_at,0.0,0.0
200721_s_at,0.0,0.0
200064_at,0.0,0.0
200030_s_at,0.0,0.0
200027_at,0.0,0.0
200006_at,0.0,0.0
200005_at,0.0,0.0
200001_at,0.0,0.0
1570210_x_at,0.0,0.0
1570021_at,0.0,0.0
1569854_at,0.0,0.0
1569661_at,0.0,0.0
1569641_at,0.0,0.0
1569482_at,0.0,0.0
1569477_at,0.0,0.0
1569409_x_at,0.0,0.0
1569302_at,0.0,0.0
1569129_s_at,0.0,0.0
1568986_x_at,0.0,0.0
1568612_at,0.0,0.0
1568604_a_at,0.0,0.0
1568603_at,0.0,0.0
1568408_x_at,0.0,0.0
1566887_x_at,0.0,0.0
1566785_x_at,0.0,0.0
1566783_at,0.0,0.0
1566638_at,0.0,0.0
1566093_at,0.0,0.0
1566079_at,0.0,0.0
1565844_at,0.0,0.0
200039_s_at,0.0,0.0
200065_s_at,0.0,0.0
200720_s_at,0.0,0.0
200066_at,0.0,0.0
200699_at,0.0,0.0
200697_at,0.0,0.0
200695_at,0.0,0.0
200691_s_at,0.0,0.0
200681_at,0.0,0.0
200658_s_at,0.0,0.0
200657_at,0.0,0.0
200650_s_at,0.0,0.0
200647_x_at,0.0,0.0
200643_at,0.0,0.0
200642_at,0.0,0.0
200640_at,0.0,0.0
200639_s_at,0.0,0.0
200638_s_at,0.0,0.0
200637_s_at,0.0,0.0
200629_at,0.0,0.0
200625_s_at,0.0,0.0
200623_s_at,0.0,0.0
200622_x_at,0.0,0.0
200620_at,0.0,0.0
200614_at,0.0,0.0
200613_at,0.0,0.0
200610_s_at,0.0,0.0
200085_s_at,0.0,0.0
200082_s_at,0.0,0.0
200079_s_at,0.0,0.0
200068_s_at,0.0,0.0
204685_s_at,0.0,0.0
204701_s_at,0.0,0.0
215604_x_at,0.0,0.0
212228_s_at,0.0,0.0
212377_s_at,0.0,0.0
212363_x_at,0.0,0.0
212361_s_at,0.0,0.0
212348_s_at,0.0,0.0
212333_at,0.0,0.0
212296_at,0.0,0.0
212282_at,0.0,0.0
212273_x_at,0.0,0.0
212271_at,0.0,0.0
212270_x_at,0.0,0.0
212266_s_at,0.0,0.0
212252_at,0.0,0.0
212242_at,0.0,0.0
212227_x_at,0.0,0.0
212891_s_at,0.0,0.0
212207_at,0.0,0.0
212197_x_at,0.0,0.0
212186_at,0.0,0.0
212185_x_at,0.0,0.0
212178_s_at,0.0,0.0
212177_at,0.0,0.0
212165_at,0.0,0.0
212162_at,0.0,0.0
212159_x_at,0.0,0.0
212156_at,0.0,0.0
212130_x_at,0.0,0.0
212122_at,0.0,0.0
212119_at,0.0,0.0
212411_at,0.0,0.0
212423_at,0.0,0.0
212432_at,0.0,0.0
212451_at,0.0,0.0
212878_s_at,0.0,0.0
212859_x_at,0.0,0.0
212850_s_at,0.0,0.0
212837_at,0.0,0.0
212833_at,0.0,0.0
212832_s_at,0.0,0.0
212787_at,0.0,0.0
212736_at,0.0,0.0
212728_at,0.0,0.0
212727_at,0.0,0.0
212716_s_at,0.0,0.0
212712_at,0.0,0.0
212703_at,0.0,0.0
212674_s_at,0.0,0.0
212661_x_at,0.0,0.0
212641_at,0.0,0.0
212639_x_at,0.0,0.0
212627_s_at,0.0,0.0
212624_s_at,0.0,0.0
212600_s_at,0.0,0.0
212587_s_at,0.0,0.0
212581_x_at,0.0,0.0
212573_at,0.0,0.0
212563_at,0.0,0.0
212537_x_at,0.0,0.0
212532_s_at,0.0,0.0
212491_s_at,0.0,0.0
212114_at,0.0,0.0
212111_at,0.0,0.0
212088_at,0.0,0.0
211597_s_at,0.0,0.0
211546_x_at,0.0,0.0
211500_at,0.0,0.0
211494_s_at,0.0,0.0
211493_x_at,0.0,0.0
211483_x_at,0.0,0.0
211464_x_at,0.0,0.0
211452_x_at,0.0,0.0
211424_x_at,0.0,0.0
211386_at,0.0,0.0
211378_x_at,0.0,0.0
211373_s_at,0.0,0.0
211370_s_at,0.0,0.0
211297_s_at,0.0,0.0
211296_x_at,0.0,0.0
211073_x_at,0.0,0.0
211072_x_at,0.0,0.0
211071_s_at,0.0,0.0
211058_x_at,0.0,0.0
211047_x_at,0.0,0.0
211025_x_at,0.0,0.0
210987_x_at,0.0,0.0
210976_s_at,0.0,0.0
210949_s_at,0.0,0.0
210948_s_at,0.0,0.0
210792_x_at,0.0,0.0
210766_s_at,0.0,0.0
210759_s_at,0.0,0.0
211594_s_at,0.0,0.0
211609_x_at,0.0,0.0
212068_s_at,0.0,0.0
211615_s_at,0.0,0.0
212062_at,0.0,0.0
212059_s_at,0.0,0.0
212033_at,0.0,0.0
212017_at,0.0,0.0
211995_x_at,0.0,0.0
211993_at,0.0,0.0
211984_at,0.0,0.0
211983_x_at,0.0,0.0
211978_x_at,0.0,0.0
211972_x_at,0.0,0.0
211962_s_at,0.0,0.0
211955_at,0.0,0.0
211928_at,0.0,0.0
211921_x_at,0.0,0.0
211858_x_at,0.0,0.0
211779_x_at,0.0,0.0
211776_s_at,0.0,0.0
211765_x_at,0.0,0.0
211752_s_at,0.0,0.0
211750_x_at,0.0,0.0
211715_s_at,0.0,0.0
211714_x_at,0.0,0.0
211710_x_at,0.0,0.0
211685_s_at,0.0,0.0
211679_x_at,0.0,0.0
211662_s_at,0.0,0.0
211630_s_at,0.0,0.0
212880_at,0.0,0.0
212894_at,0.0,0.0
210736_x_at,0.0,0.0
214707_x_at,0.0,0.0
214821_at,0.0,0.0
214811_at,0.0,0.0
214806_at,0.0,0.0
214782_at,0.0,0.0
214771_x_at,0.0,0.0
214769_at,0.0,0.0
214762_at,0.0,0.0
214739_at,0.0,0.0
214737_x_at,0.0,0.0
214736_s_at,0.0,0.0
214728_x_at,0.0,0.0
214723_x_at,0.0,0.0
214715_x_at,0.0,0.0
214687_x_at,0.0,0.0
212895_s_at,0.0,0.0
214682_at,0.0,0.0
214671_s_at,0.0,0.0
214665_s_at,0.0,0.0
214594_x_at,0.0,0.0
214577_at,0.0,0.0
214548_x_at,0.0,0.0
214439_x_at,0.0,0.0
214432_at,0.0,0.0
214428_x_at,0.0,0.0
214415_at,0.0,0.0
214375_at,0.0,0.0
214359_s_at,0.0,0.0
214353_at,0.0,0.0
214857_at,0.0,0.0
214864_s_at,0.0,0.0
214889_at,0.0,0.0
214890_s_at,0.0,0.0
215600_x_at,0.0,0.0
215588_x_at,0.0,0.0
215545_at,0.0,0.0
215543_s_at,0.0,0.0
215535_s_at,0.0,0.0
215529_x_at,0.0,0.0
215499_at,0.0,0.0
215416_s_at,0.0,0.0
215404_x_at,0.0,0.0
215385_at,0.0,0.0
215383_x_at,0.0,0.0
215341_at,0.0,0.0
215290_at,0.0,0.0
215284_at,0.0,0.0
215269_at,0.0,0.0
215230_x_at,0.0,0.0
215221_at,0.0,0.0
215179_x_at,0.0,0.0
215161_at,0.0,0.0
215116_s_at,0.0,0.0
215069_at,0.0,0.0
215067_x_at,0.0,0.0
215021_s_at,0.0,0.0
215020_at,0.0,0.0
215001_s_at,0.0,0.0
214924_s_at,0.0,0.0
214902_x_at,0.0,0.0
214333_x_at,0.0,0.0
214306_at,0.0,0.0
214295_at,0.0,0.0
213457_at,0.0,0.0
213423_x_at,0.0,0.0
213407_at,0.0,0.0
213400_s_at,0.0,0.0
213394_at,0.0,0.0
213366_x_at,0.0,0.0
213333_at,0.0,0.0
213318_s_at,0.0,0.0
213315_x_at,0.0,0.0
213295_at,0.0,0.0
213276_at,0.0,0.0
213271_s_at,0.0,0.0
213268_at,0.0,0.0
213235_at,0.0,0.0
213214_x_at,0.0,0.0
213195_at,0.0,0.0
213132_s_at,0.0,0.0
213122_at,0.0,0.0
213079_at,0.0,0.0
213045_at,0.0,0.0
213015_at,0.0,0.0
213009_s_at,0.0,0.0
213005_s_at,0.0,0.0
212993_at,0.0,0.0
212988_x_at,0.0,0.0
212961_x_at,0.0,0.0
212954_at,0.0,0.0
212923_s_at,0.0,0.0
213453_x_at,0.0,0.0
213465_s_at,0.0,0.0
214176_s_at,0.0,0.0
213476_x_at,0.0,0.0
214170_x_at,0.0,0.0
214167_s_at,0.0,0.0
214020_x_at,0.0,0.0
214011_s_at,0.0,0.0
213912_at,0.0,0.0
213872_at,0.0,0.0
213867_x_at,0.0,0.0
213832_at,0.0,0.0
213789_at,0.0,0.0
213787_s_at,0.0,0.0
213771_at,0.0,0.0
213762_x_at,0.0,0.0
213744_at,0.0,0.0
213738_s_at,0.0,0.0
213726_x_at,0.0,0.0
213714_at,0.0,0.0
213693_s_at,0.0,0.0
213682_at,0.0,0.0
213646_x_at,0.0,0.0
213636_at,0.0,0.0
213629_x_at,0.0,0.0
213609_s_at,0.0,0.0
213555_at,0.0,0.0
213550_s_at,0.0,0.0
213512_at,0.0,0.0
213486_at,0.0,0.0
213479_at,0.0,0.0
210758_at,0.0,0.0
210715_s_at,0.0,0.0
204711_at,0.0,0.0
207093_s_at,0.0,0.0
207776_s_at,0.0,0.0
207758_at,0.0,0.0
207730_x_at,0.0,0.0
207721_x_at,0.0,0.0
207614_s_at,0.0,0.0
207598_x_at,0.0,0.0
207504_at,0.0,0.0
207436_x_at,0.0,0.0
207365_x_at,0.0,0.0
207232_s_at,0.0,0.0
207170_s_at,0.0,0.0
207144_s_at,0.0,0.0
207124_s_at,0.0,0.0
207088_s_at,0.0,0.0
208713_at,0.0,0.0
207084_at,0.0,0.0
207081_s_at,0.0,0.0
207035_at,0.0,0.0
207012_at,0.0,0.0
206973_at,0.0,0.0
206906_at,0.0,0.0
206857_s_at,0.0,0.0
206826_at,0.0,0.0
206809_s_at,0.0,0.0
206792_x_at,0.0,0.0
206766_at,0.0,0.0
206652_at,0.0,0.0
206621_s_at,0.0,0.0
207789_s_at,0.0,0.0
207791_s_at,0.0,0.0
207809_s_at,0.0,0.0
207827_x_at,0.0,0.0
208704_x_at,0.0,0.0
208703_s_at,0.0,0.0
208696_at,0.0,0.0
208687_x_at,0.0,0.0
208682_s_at,0.0,0.0
208680_at,0.0,0.0
208678_at,0.0,0.0
208644_at,0.0,0.0
208643_s_at,0.0,0.0
208640_at,0.0,0.0
208635_x_at,0.0,0.0
208623_s_at,0.0,0.0
208621_s_at,0.0,0.0
208610_s_at,0.0,0.0
208598_s_at,0.0,0.0
208549_x_at,0.0,0.0
208308_s_at,0.0,0.0
208248_x_at,0.0,0.0
208246_x_at,0.0,0.0
208228_s_at,0.0,0.0
208137_x_at,0.0,0.0
208121_s_at,0.0,0.0
208073_x_at,0.0,0.0
208003_s_at,0.0,0.0
208002_s_at,0.0,0.0
207877_s_at,0.0,0.0
207829_s_at,0.0,0.0
206562_s_at,0.0,0.0
206489_s_at,0.0,0.0
206483_at,0.0,0.0
205370_x_at,0.0,0.0
205348_s_at,0.0,0.0
205346_at,0.0,0.0
205325_at,0.0,0.0
205277_at,0.0,0.0
205273_s_at,0.0,0.0
205257_s_at,0.0,0.0
205172_x_at,0.0,0.0
205092_x_at,0.0,0.0
205047_s_at,0.0,0.0
205031_at,0.0,0.0
205012_s_at,0.0,0.0
204992_s_at,0.0,0.0
204977_at,0.0,0.0
204957_at,0.0,0.0
204930_s_at,0.0,0.0
204905_s_at,0.0,0.0
204892_x_at,0.0,0.0
204863_s_at,0.0,0.0
204823_at,0.0,0.0
204795_at,0.0,0.0
204793_at,0.0,0.0
204786_s_at,0.0,0.0
204745_x_at,0.0,0.0
204744_s_at,0.0,0.0
204743_at,0.0,0.0
204723_at,0.0,0.0
204720_s_at,0.0,0.0
205353_s_at,0.0,0.0
205376_at,0.0,0.0
206461_x_at,0.0,0.0
205489_at,0.0,0.0
206384_at,0.0,0.0
206374_at,0.0,0.0
206349_at,0.0,0.0
206342_x_at,0.0,0.0
206275_s_at,0.0,0.0
206169_x_at,0.0,0.0
206118_at,0.0,0.0
206089_at,0.0,0.0
206042_x_at,0.0,0.0
206015_s_at,0.0,0.0
205899_at,0.0,0.0
205871_at,0.0,0.0
205827_at,0.0,0.0
205787_x_at,0.0,0.0
205761_s_at,0.0,0.0
205738_s_at,0.0,0.0
205711_x_at,0.0,0.0
205702_at,0.0,0.0
205690_s_at,0.0,0.0
205652_s_at,0.0,0.0
205594_at,0.0,0.0
205591_at,0.0,0.0
205572_at,0.0,0.0
205551_at,0.0,0.0
205550_s_at,0.0,0.0
205521_at,0.0,0.0
205514_at,0.0,0.0
208709_s_at,0.0,0.0
208714_at,0.0,0.0
210701_at,0.0,0.0
209583_s_at,0.0,0.0
210028_s_at,0.0,0.0
210027_s_at,0.0,0.0
210011_s_at,0.0,0.0
209991_x_at,0.0,0.0
209953_s_at,0.0,0.0
209950_s_at,0.0,0.0
209902_at,0.0,0.0
209860_s_at,0.0,0.0
209853_s_at,0.0,0.0
209849_s_at,0.0,0.0
209839_at,0.0,0.0
209818_s_at,0.0,0.0
209755_at,0.0,0.0
209566_at,0.0,0.0
208720_s_at,0.0,0.0
209565_at,0.0,0.0
209556_at,0.0,0.0
209484_s_at,0.0,0.0
209445_x_at,0.0,0.0
209424_s_at,0.0,0.0
209421_at,0.0,0.0
209384_at,0.0,0.0
209382_at,0.0,0.0
209372_x_at,0.0,0.0
209336_at,0.0,0.0
209300_s_at,0.0,0.0
209295_at,0.0,0.0
209291_at,0.0,0.0
210069_at,0.0,0.0
210130_s_at,0.0,0.0
210156_s_at,0.0,0.0
210193_at,0.0,0.0
210679_x_at,0.0,0.0
210640_s_at,0.0,0.0
210638_s_at,0.0,0.0
210600_s_at,0.0,0.0
210598_at,0.0,0.0
210589_s_at,0.0,0.0
210550_s_at,0.0,0.0
210547_x_at,0.0,0.0
210532_s_at,0.0,0.0
210524_x_at,0.0,0.0
210501_x_at,0.0,0.0
210461_s_at,0.0,0.0
210460_s_at,0.0,0.0
210448_s_at,0.0,0.0
210425_x_at,0.0,0.0
210418_s_at,0.0,0.0
210415_s_at,0.0,0.0
210408_s_at,0.0,0.0
210404_x_at,0.0,0.0
210367_s_at,0.0,0.0
210364_at,0.0,0.0
210357_s_at,0.0,0.0
210338_s_at,0.0,0.0
210263_at,0.0,0.0
210252_s_at,0.0,0.0
210222_s_at,0.0,0.0
210213_s_at,0.0,0.0
209279_s_at,0.0,0.0
209268_at,0.0,0.0
209265_s_at,0.0,0.0
208999_at,0.0,0.0
208969_at,0.0,0.0
208968_s_at,0.0,0.0
208953_at,0.0,0.0
208941_s_at,0.0,0.0
208936_x_at,0.0,0.0
208928_at,0.0,0.0
208911_s_at,0.0,0.0
208909_at,0.0,0.0
208906_at,0.0,0.0
208900_s_at,0.0,0.0
208870_x_at,0.0,0.0
208857_s_at,0.0,0.0
208851_s_at,0.0,0.0
208846_s_at,0.0,0.0
208835_s_at,0.0,0.0
208833_s_at,0.0,0.0
208813_at,0.0,0.0
208811_s_at,0.0,0.0
208799_at,0.0,0.0
208781_x_at,0.0,0.0
208778_s_at,0.0,0.0
208771_s_at,0.0,0.0
208761_s_at,0.0,0.0
208758_at,0.0,0.0
208742_s_at,0.0,0.0
208732_at,0.0,0.0
208722_s_at,0.0,0.0
208977_x_at,0.0,0.0
209001_s_at,0.0,0.0
209258_s_at,0.0,0.0
209014_at,0.0,0.0
209252_at,0.0,0.0
209251_x_at,0.0,0.0
209249_s_at,0.0,0.0
209248_at,0.0,0.0
209234_at,0.0,0.0
209228_x_at,0.0,0.0
209227_at,0.0,0.0
209225_x_at,0.0,0.0
209224_s_at,0.0,0.0
209219_at,0.0,0.0
209196_at,0.0,0.0
209194_at,0.0,0.0
209192_x_at,0.0,0.0
209180_at,0.0,0.0
209177_at,0.0,0.0
209163_at,0.0,0.0
209161_at,0.0,0.0
209159_s_at,0.0,0.0
209158_s_at,0.0,0.0
209132_s_at,0.0,0.0
209104_s_at,0.0,0.0
209093_s_at,0.0,0.0
209092_s_at,0.0,0.0
209059_s_at,0.0,0.0
209058_at,0.0,0.0
209029_at,0.0,0.0
209026_x_at,0.0,0.0
AFFX-r2-Bs-thr-3_s_at,0.0,0.0
