probe_id,gene_symbol,gene_display,mean_abs_shap
50221_at,TFEB,TFEB (50221_at),0.0
244804_at,SQSTM1,SQSTM1 (244804_at),0.0
49452_at,ACACB,ACACB (49452_at),0.0
47608_at,TJAP1,TJAP1 (47608_at),0.0
41387_r_at,KDM6B,KDM6B (41387_r_at),0.0
39313_at,WNK1,WNK1 (39313_at),0.0
36907_at,MVK,MVK (36907_at),0.0
34225_at,MIR943|NELFA,MIR943|NELFA (34225_at),0.0
31874_at,GAS2L1,GAS2L1 (31874_at),0.0
243593_s_at,,243593_s_at,0.0
243561_at,,243561_at,0.0
241993_x_at,,241993_x_at,0.0
243498_at,,243498_at,0.0
242801_at,,242801_at,0.0
242748_at,SREBF2,SREBF2 (242748_at),0.0
242732_at,,242732_at,0.0
242671_at,,242671_at,0.0
242665_at,FMNL2,FMNL2 (242665_at),0.0
242578_x_at,SLC22A3,SLC22A3 (242578_x_at),0.0
242431_at,,242431_at,0.0
242390_at,,242390_at,0.0
242357_x_at,,242357_x_at,0.0
242337_at,,242337_at,0.0
242325_at,YWHAH,YWHAH (242325_at),0.0
242320_at,,242320_at,0.0
242287_at,CLIP1,CLIP1 (242287_at),0.0
242264_at,,242264_at,0.0
242052_at,,242052_at,0.0
242040_at,GCNT7,GCNT7 (242040_at),0.0
242014_at,,242014_at,0.0
242819_at,,242819_at,0.0
242849_at,,242849_at,0.0
242916_at,CNTRL,CNTRL (242916_at),0.0
243203_at,,243203_at,0.0
243496_at,RAB18,RAB18 (243496_at),0.0
243414_at,,243414_at,0.0
243398_at,,243398_at,0.0
243350_at,,243350_at,0.0
243329_at,,243329_at,0.0
243305_at,,243305_at,0.0
243300_at,,243300_at,0.0
243184_at,,243184_at,0.0
242920_at,,242920_at,0.0
243182_at,,243182_at,0.0
243158_at,,243158_at,0.0
243046_at,,243046_at,0.0
243031_at,,243031_at,0.0
243025_at,,243025_at,0.0
242990_at,,242990_at,0.0
242972_at,HCG18,HCG18 (242972_at),0.0
236916_at,,236916_at,0.0
236715_x_at,UACA,UACA (236715_x_at),0.0
227178_at,CELF2,CELF2 (227178_at),0.0
230950_at,CNDP2,CNDP2 (230950_at),0.0
230713_at,,230713_at,0.0
230644_at,LRFN5,LRFN5 (230644_at),0.0
230590_at,,230590_at,0.0
230496_at,AMER2,AMER2 (230496_at),0.0
230326_s_at,C11orf73,C11orf73 (230326_s_at),0.0
230272_at,LINC00461|MIR9-2,LINC00461|MIR9-2 (230272_at),0.0
230262_at,ST8SIA3,ST8SIA3 (230262_at),0.0
230258_at,GLIS3,GLIS3 (230258_at),0.0
230255_at,GABRD,GABRD (230255_at),0.0
230064_at,,230064_at,0.0
230006_s_at,SVIP,SVIP (230006_s_at),0.0
229973_at,ERICH3,ERICH3 (229973_at),0.0
229905_at,RAP1GDS1,RAP1GDS1 (229905_at),0.0
229830_at,,229830_at,0.0
229811_at,RP11-157P1.4,RP11-157P1.4 (229811_at),0.0
229793_at,ASAH2B,ASAH2B (229793_at),0.0
229715_at,NCR3LG1|RP1-239B22.5,NCR3LG1|RP1-239B22.5 (229715_at),0.0
230742_at,RBM5,RBM5 (230742_at),0.0
230970_at,,230970_at,0.0
236645_at,HBP1,HBP1 (236645_at),0.0
231166_at,GPR155,GPR155 (231166_at),0.0
232266_x_at,CDK13,CDK13 (232266_x_at),0.0
232264_at,,232264_at,0.0
232215_x_at,PRR11,PRR11 (232215_x_at),0.0
232205_at,,232205_at,0.0
232169_x_at,MIR4691|MIR7113|NDUFS8,MIR4691|MIR7113|NDUFS8 (232169_x_at),0.0
232140_at,LOC100132352,LOC100132352 (232140_at),0.0
232120_at,,232120_at,0.0
232058_at,,232058_at,0.0
232028_at,ZNF678,ZNF678 (232028_at),0.0
232011_s_at,MAP1LC3A,MAP1LC3A (232011_s_at),0.0
232003_at,PNMAL2,PNMAL2 (232003_at),0.0
231887_s_at,PALD1,PALD1 (231887_s_at),0.0
231825_x_at,ATF7IP,ATF7IP (231825_x_at),0.0
231713_s_at,ELP2,ELP2 (231713_s_at),0.0
231530_s_at,C11orf1,C11orf1 (231530_s_at),0.0
231327_at,,231327_at,0.0
231311_at,,231311_at,0.0
229537_at,LMO4,LMO4 (229537_at),0.0
229520_s_at,GPATCH2L,GPATCH2L (229520_s_at),0.0
229467_at,PCBP2,PCBP2 (229467_at),0.0
229353_s_at,NUCKS1,NUCKS1 (229353_s_at),0.0
228301_x_at,NDUFB10,NDUFB10 (228301_x_at),0.0
228059_x_at,MRPS22,MRPS22 (228059_x_at),0.0
228010_at,PPP2R2C,PPP2R2C (228010_at),0.0
227872_at,POLR3A,POLR3A (227872_at),0.0
227849_at,RP9,RP9 (227849_at),0.0
227760_at,IGFBPL1,IGFBPL1 (227760_at),0.0
227730_at,DYM,DYM (227730_at),0.0
227663_at,,227663_at,0.0
227580_s_at,TECPR1,TECPR1 (227580_s_at),0.0
227556_at,NME7,NME7 (227556_at),0.0
227453_at,UNC13A,UNC13A (227453_at),0.0
227434_at,WBSCR17,WBSCR17 (227434_at),0.0
227365_at,ATCAY,ATCAY (227365_at),0.0
227322_s_at,BCCIP,BCCIP (227322_s_at),0.0
227297_at,ITGA9,ITGA9 (227297_at),0.0
227252_at,LRP10,LRP10 (227252_at),0.0
227246_at,PLRG1,PLRG1 (227246_at),0.0
228456_s_at,CDS2,CDS2 (228456_s_at),0.0
228544_s_at,CSRP2BP|PET117,CSRP2BP|PET117 (228544_s_at),0.0
228546_at,DPP6,DPP6 (228546_at),0.0
229039_at,SYN2,SYN2 (229039_at),0.0
229319_at,BC022047,BC022047 (229319_at),0.0
229312_s_at,GKAP1,GKAP1 (229312_s_at),0.0
229300_at,RAB3C,RAB3C (229300_at),0.0
229202_at,PCNXL2,PCNXL2 (229202_at),0.0
229145_at,ANAPC16,ANAPC16 (229145_at),0.0
229099_at,C11orf83,C11orf83 (229099_at),0.0
229065_at,SLC35F3,SLC35F3 (229065_at),0.0
229035_s_at,KLHDC4|LOC100129637,KLHDC4|LOC100129637 (229035_s_at),0.0
228556_at,YTHDC1,YTHDC1 (228556_at),0.0
228959_at,PDK3,PDK3 (228959_at),0.0
228882_at,TUB,TUB (228882_at),0.0
228775_at,EMC3,EMC3 (228775_at),0.0
228715_at,ZCCHC12,ZCCHC12 (228715_at),0.0
228686_at,LINC01184|LOC101929964,LINC01184|LOC101929964 (228686_at),0.0
228613_at,RAB11FIP3,RAB11FIP3 (228613_at),0.0
228581_at,KCNJ10,KCNJ10 (228581_at),0.0
232280_at,SLC25A29,SLC25A29 (232280_at),0.0
232311_at,B2M,B2M (232311_at),0.0
232347_x_at,,232347_x_at,0.0
234723_x_at,,234723_x_at,0.0
235567_at,RORA,RORA (235567_at),0.0
235538_at,,235538_at,0.0
235537_at,OCIAD1,OCIAD1 (235537_at),0.0
235507_at,PCMTD1,PCMTD1 (235507_at),0.0
235396_at,TANGO2,TANGO2 (235396_at),0.0
235376_at,,235376_at,0.0
235327_x_at,UBXN2A,UBXN2A (235327_x_at),0.0
235225_at,SCN2B,SCN2B (235225_at),0.0
235154_at,TAF3,TAF3 (235154_at),0.0
235112_at,,235112_at,0.0
235070_at,RBFOX1,RBFOX1 (235070_at),0.0
235066_at,MAP4,MAP4 (235066_at),0.0
235019_at,CPM,CPM (235019_at),0.0
234991_at,ZXDC,ZXDC (234991_at),0.0
234981_x_at,CMBL,CMBL (234981_x_at),0.0
234926_s_at,RTFDC1,RTFDC1 (234926_s_at),0.0
234906_at,,234906_at,0.0
235606_at,LINC00883,LINC00883 (235606_at),0.0
235645_at,ESCO1,ESCO1 (235645_at),0.0
235672_at,MAP6,MAP6 (235672_at),0.0
236120_at,,236120_at,0.0
236617_at,,236617_at,0.0
236610_at,,236610_at,0.0
236602_at,,236602_at,0.0
236462_at,,236462_at,0.0
236302_at,PPM1E,PPM1E (236302_at),0.0
236274_at,EIF3B,EIF3B (236274_at),0.0
236139_at,,236139_at,0.0
236000_s_at,,236000_s_at,0.0
235694_at,TCFL5,TCFL5 (235694_at),0.0
235990_at,LOC100130987,LOC100130987 (235990_at),0.0
235954_at,,235954_at,0.0
235850_at,FAM162A,FAM162A (235850_at),0.0
235805_at,,235805_at,0.0
235803_at,,235803_at,0.0
235765_at,TLE4,TLE4 (235765_at),0.0
235757_at,,235757_at,0.0
234762_x_at,NLN,NLN (234762_x_at),0.0
234594_at,ITPK1-AS1,ITPK1-AS1 (234594_at),0.0
232386_at,VPS13C,VPS13C (232386_at),0.0
234314_at,RALGAPA2,RALGAPA2 (234314_at),0.0
233229_at,SCFD1,SCFD1 (233229_at),0.0
233204_at,,233204_at,0.0
233057_at,HSPB8,HSPB8 (233057_at),0.0
223060_at,C14orf119,C14orf119 (223060_at),0.0
233041_x_at,,233041_x_at,0.0
233037_at,,233037_at,0.0
233017_x_at,,233017_x_at,0.0
232883_at,,232883_at,0.0
232814_x_at,APOPT1,APOPT1 (232814_x_at),0.0
232778_at,,232778_at,0.0
232753_at,ZNF346,ZNF346 (232753_at),0.0
232696_at,,232696_at,0.0
232695_at,KIF6,KIF6 (232695_at),0.0
232541_at,,232541_at,0.0
232531_at,EMX2OS,EMX2OS (232531_at),0.0
232516_x_at,DAP3,DAP3 (232516_x_at),0.0
232471_at,,232471_at,0.0
233241_at,KIZ,KIZ (233241_at),0.0
233243_at,,233243_at,0.0
233246_at,,233246_at,0.0
233658_at,,233658_at,0.0
234282_at,,234282_at,0.0
234122_at,,234122_at,0.0
234107_s_at,DTD1,DTD1 (234107_s_at),0.0
234086_at,,234086_at,0.0
233884_at,HIVEP3,HIVEP3 (233884_at),0.0
233775_x_at,LOC100289333,LOC100289333 (233775_x_at),0.0
233702_x_at,,233702_x_at,0.0
233611_at,,233611_at,0.0
233271_at,,233271_at,0.0
233558_s_at,TRAPPC11,TRAPPC11 (233558_s_at),0.0
233547_x_at,PDE1A,PDE1A (233547_x_at),0.0
233473_x_at,,233473_x_at,0.0
233393_at,,233393_at,0.0
233319_x_at,,233319_x_at,0.0
233313_at,,233313_at,0.0
233308_at,COPB1,COPB1 (233308_at),0.0
223082_at,SH3KBP1,SH3KBP1 (223082_at),0.0
1007_s_at,DDR1|MIR4640,DDR1|MIR4640 (1007_s_at),0.0
223059_s_at,FAM107B,FAM107B (223059_s_at),0.0
202935_s_at,SOX9,SOX9 (202935_s_at),0.0
203094_at,MAD2L1BP,MAD2L1BP (203094_at),0.0
203079_s_at,CUL2,CUL2 (203079_s_at),0.0
203053_at,BCAS2,BCAS2 (203053_at),0.0
203033_x_at,FH,FH (203033_x_at),0.0
203017_s_at,SSX2IP,SSX2IP (203017_s_at),0.0
203000_at,STMN2,STMN2 (203000_at),0.0
202961_s_at,ARMC2-AS1|ATP5J2,ARMC2-AS1|ATP5J2 (202961_s_at),0.0
202949_s_at,FHL2,FHL2 (202949_s_at),0.0
202941_at,NDUFV2,NDUFV2 (202941_at),0.0
202926_at,NBAS,NBAS (202926_at),0.0
223043_at,EMC4,EMC4 (223043_at),0.0
202916_s_at,FAM20B,FAM20B (202916_s_at),0.0
202897_at,SIRPA,SIRPA (202897_at),0.0
202858_at,U2AF1,U2AF1 (202858_at),0.0
202813_at,TARBP1,TARBP1 (202813_at),0.0
202799_at,CLPP,CLPP (202799_at),0.0
202785_at,NDUFA7,NDUFA7 (202785_at),0.0
202741_at,PRKACB,PRKACB (202741_at),0.0
202675_at,SDHB,SDHB (202675_at),0.0
202670_at,MAP2K1,MAP2K1 (202670_at),0.0
203109_at,UBE2M,UBE2M (203109_at),0.0
203139_at,DAPK1,DAPK1 (203139_at),0.0
203157_s_at,GLS,GLS (203157_s_at),0.0
203159_at,GLS,GLS (203159_at),0.0
203724_s_at,RUFY3,RUFY3 (203724_s_at),0.0
203720_s_at,ERCC1,ERCC1 (203720_s_at),0.0
203694_s_at,DHX16,DHX16 (203694_s_at),0.0
203662_s_at,TMOD1,TMOD1 (203662_s_at),0.0
203616_at,POLB,POLB (203616_at),0.0
203567_s_at,TRIM38,TRIM38 (203567_s_at),0.0
203517_at,MTX2,MTX2 (203517_at),0.0
203509_at,SORL1,SORL1 (203509_at),0.0
203459_s_at,VPS16,VPS16 (203459_s_at),0.0
203454_s_at,ATOX1,ATOX1 (203454_s_at),0.0
203445_s_at,CTDSP2,CTDSP2 (203445_s_at),0.0
203413_at,NELL2,NELL2 (203413_at),0.0
203392_s_at,CTBP1,CTBP1 (203392_s_at),0.0
203376_at,CDC40,CDC40 (203376_at),0.0
203336_s_at,ITGB1BP1,ITGB1BP1 (203336_s_at),0.0
203333_at,KIFAP3,KIFAP3 (203333_at),0.0
203279_at,EDEM1,EDEM1 (203279_at),0.0
203182_s_at,SRPK2,SRPK2 (203182_s_at),0.0
203173_s_at,C16orf62,C16orf62 (203173_s_at),0.0
202659_at,PSMB10,PSMB10 (202659_at),0.0
202623_at,EAPP,EAPP (202623_at),0.0
202593_s_at,GDE1,GDE1 (202593_s_at),0.0
202077_at,NDUFAB1,NDUFAB1 (202077_at),0.0
202000_at,NDUFA6,NDUFA6 (202000_at),0.0
201996_s_at,SPEN,SPEN (201996_s_at),0.0
201993_x_at,HNRNPDL,HNRNPDL (201993_x_at),0.0
201991_s_at,KIF5B,KIF5B (201991_s_at),0.0
201976_s_at,MYO10,MYO10 (201976_s_at),0.0
201947_s_at,CCT2,CCT2 (201947_s_at),0.0
201932_at,LRRC41,LRRC41 (201932_at),0.0
201880_at,ARIH1,ARIH1 (201880_at),0.0
201856_s_at,ZFR,ZFR (201856_s_at),0.0
201825_s_at,SCCPDH,SCCPDH (201825_s_at),0.0
201805_at,PRKAG1,PRKAG1 (201805_at),0.0
201728_s_at,KIAA0100,KIAA0100 (201728_s_at),0.0
201725_at,CDC123,CDC123 (201725_at),0.0
201677_at,HMCES,HMCES (201677_at),0.0
201676_x_at,PSMA1,PSMA1 (201676_x_at),0.0
201652_at,COPS5,COPS5 (201652_at),0.0
201628_s_at,RRAGA,RRAGA (201628_s_at),0.0
201619_at,PRDX3,PRDX3 (201619_at),0.0
201608_s_at,PWP1,PWP1 (201608_s_at),0.0
202021_x_at,EIF1,EIF1 (202021_x_at),0.0
202078_at,COPS3,COPS3 (202078_at),0.0
202544_at,GMFB,GMFB (202544_at),0.0
202133_at,WWTR1,WWTR1 (202133_at),0.0
202507_s_at,SNAP25,SNAP25 (202507_s_at),0.0
202471_s_at,IDH3G,IDH3G (202471_s_at),0.0
202432_at,PPP3CB,PPP3CB (202432_at),0.0
202429_s_at,PPP3CA,PPP3CA (202429_s_at),0.0
202416_at,DNAJC7,DNAJC7 (202416_at),0.0
202395_at,LOC101930324|NSF,LOC101930324|NSF (202395_at),0.0
202391_at,BASP1,BASP1 (202391_at),0.0
202363_at,SPOCK1,SPOCK1 (202363_at),0.0
202343_x_at,COX5B,COX5B (202343_x_at),0.0
202336_s_at,PAM,PAM (202336_s_at),0.0
202283_at,SERPINF1,SERPINF1 (202283_at),0.0
202257_s_at,CD2BP2,CD2BP2 (202257_s_at),0.0
202254_at,SIPA1L1,SIPA1L1 (202254_at),0.0
202243_s_at,PSMB4,PSMB4 (202243_s_at),0.0
202205_at,VASP,VASP (202205_at),0.0
202201_at,BLVRB,BLVRB (202201_at),0.0
202173_s_at,VEZF1,VEZF1 (202173_s_at),0.0
202168_at,AK6|TAF9,AK6|TAF9 (202168_at),0.0
202154_x_at,TUBB3,TUBB3 (202154_x_at),0.0
203762_s_at,DYNC2LI1,DYNC2LI1 (203762_s_at),0.0
203769_s_at,STS,STS (203769_s_at),0.0
203771_s_at,BLVRA,BLVRA (203771_s_at),0.0
207124_s_at,GNB5,GNB5 (207124_s_at),0.0
207081_s_at,PI4KA,PI4KA (207081_s_at),0.0
207035_at,SLC30A3,SLC30A3 (207035_at),0.0
206973_at,PPFIA2,PPFIA2 (206973_at),0.0
206906_at,ICAM5,ICAM5 (206906_at),0.0
206857_s_at,FKBP1B,FKBP1B (206857_s_at),0.0
206792_x_at,LOC729966|PDE4C,LOC729966|PDE4C (206792_x_at),0.0
206766_at,ITGA10,ITGA10 (206766_at),0.0
206489_s_at,DLGAP1,DLGAP1 (206489_s_at),0.0
206461_x_at,MT1H,MT1H (206461_x_at),0.0
206384_at,CACNG3,CACNG3 (206384_at),0.0
206374_at,DUSP8|LOC101927562,DUSP8|LOC101927562 (206374_at),0.0
206089_at,NELL1,NELL1 (206089_at),0.0
206042_x_at,SNRPN|SNURF,SNRPN|SNURF (206042_x_at),0.0
206015_s_at,FOXJ3,FOXJ3 (206015_s_at),0.0
205871_at,PLGLB1|PLGLB2,PLGLB1|PLGLB2 (205871_at),0.0
205827_at,CCK,CCK (205827_at),0.0
205652_s_at,TTLL1,TTLL1 (205652_s_at),0.0
205591_at,OLFM1,OLFM1 (205591_at),0.0
205551_at,SV2B,SV2B (205551_at),0.0
207093_s_at,LOC101927057|OMG,LOC101927057|OMG (207093_s_at),0.0
207144_s_at,CITED1,CITED1 (207144_s_at),0.0
205489_at,CRYM,CRYM (205489_at),0.0
207365_x_at,USP34,USP34 (207365_x_at),0.0
208640_at,RAC1,RAC1 (208640_at),0.0
208635_x_at,NACA,NACA (208635_x_at),0.0
208610_s_at,SRRM2,SRRM2 (208610_s_at),0.0
208246_x_at,RP11-403P17.4,RP11-403P17.4 (208246_x_at),0.0
208228_s_at,FGFR2,FGFR2 (208228_s_at),0.0
208137_x_at,ZNF611,ZNF611 (208137_x_at),0.0
208073_x_at,TTC3|TTC3P1,TTC3|TTC3P1 (208073_x_at),0.0
208003_s_at,NFAT5,NFAT5 (208003_s_at),0.0
208002_s_at,ACOT7,ACOT7 (208002_s_at),0.0
207829_s_at,BNIP1,BNIP1 (207829_s_at),0.0
207827_x_at,SNCA,SNCA (207827_x_at),0.0
207809_s_at,ATP6AP1,ATP6AP1 (207809_s_at),0.0
207791_s_at,RAB1A,RAB1A (207791_s_at),0.0
207776_s_at,CACNB2,CACNB2 (207776_s_at),0.0
207758_at,,207758_at,0.0
207730_x_at,,207730_x_at,0.0
207721_x_at,HINT1,HINT1 (207721_x_at),0.0
207614_s_at,CUL1,CUL1 (207614_s_at),0.0
207436_x_at,SORBS1,SORBS1 (207436_x_at),0.0
205521_at,EXOG,EXOG (205521_at),0.0
205376_at,INPP4B,INPP4B (205376_at),0.0
203785_s_at,DDX28,DDX28 (203785_s_at),0.0
204559_s_at,LSM7,LSM7 (204559_s_at),0.0
204513_s_at,ELMO1,ELMO1 (204513_s_at),0.0
204488_at,DOLK,DOLK (204488_at),0.0
204466_s_at,SNCA,SNCA (204466_s_at),0.0
204301_at,KBTBD11,KBTBD11 (204301_at),0.0
204247_s_at,CDK5,CDK5 (204247_s_at),0.0
204219_s_at,PSMC1,PSMC1 (204219_s_at),0.0
204216_s_at,ZC3H14,ZC3H14 (204216_s_at),0.0
204206_at,MNT,MNT (204206_at),0.0
204156_at,SIK3,SIK3 (204156_at),0.0
204105_s_at,NRCAM,NRCAM (204105_s_at),0.0
204100_at,THRA,THRA (204100_at),0.0
204031_s_at,PCBP2,PCBP2 (204031_s_at),0.0
203999_at,SYT1,SYT1 (203999_at),0.0
203906_at,IQSEC1,IQSEC1 (203906_at),0.0
203865_s_at,ADARB1,ADARB1 (203865_s_at),0.0
203860_at,PCCA,PCCA (203860_at),0.0
203814_s_at,NQO2,NQO2 (203814_s_at),0.0
203813_s_at,SLIT3,SLIT3 (203813_s_at),0.0
203798_s_at,VSNL1,VSNL1 (203798_s_at),0.0
204546_at,KIAA0513,KIAA0513 (204546_at),0.0
204587_at,SLC25A14,SLC25A14 (204587_at),0.0
205370_x_at,DBT,DBT (205370_x_at),0.0
204619_s_at,VCAN,VCAN (204619_s_at),0.0
205353_s_at,PEBP1,PEBP1 (205353_s_at),0.0
205348_s_at,DYNC1I1,DYNC1I1 (205348_s_at),0.0
205277_at,PRDM2,PRDM2 (205277_at),0.0
205273_s_at,PITRM1,PITRM1 (205273_s_at),0.0
205172_x_at,CLTB,CLTB (205172_x_at),0.0
205092_x_at,ZBTB1,ZBTB1 (205092_x_at),0.0
205047_s_at,ASNS,ASNS (205047_s_at),0.0
205031_at,EFNB3,EFNB3 (205031_at),0.0
205012_s_at,HAGH,HAGH (205012_s_at),0.0
204957_at,ORC5,ORC5 (204957_at),0.0
204930_s_at,BNIP1,BNIP1 (204930_s_at),0.0
204892_x_at,EEF1A1,EEF1A1 (204892_x_at),0.0
204793_at,GPRASP1,GPRASP1 (204793_at),0.0
204743_at,TAGLN3,TAGLN3 (204743_at),0.0
204723_at,SCN3B,SCN3B (204723_at),0.0
204720_s_at,DNAJC6,DNAJC6 (204720_s_at),0.0
204690_at,STX8,STX8 (204690_at),0.0
204685_s_at,ATP2B2,ATP2B2 (204685_s_at),0.0
204663_at,ME3,ME3 (204663_at),0.0
201577_at,NME1,NME1 (201577_at),0.0
201570_at,SAMM50,SAMM50 (201570_at),0.0
201554_x_at,GYG1,GYG1 (201554_x_at),0.0
1561657_at,,1561657_at,0.0
1561107_at,,1561107_at,0.0
1560926_at,,1560926_at,0.0
1560775_at,,1560775_at,0.0
1560741_at,SNRPN|SNURF,SNRPN|SNURF (1560741_at),0.0
1560199_x_at,,1560199_x_at,0.0
1560128_x_at,C5orf56,C5orf56 (1560128_x_at),0.0
1560119_at,LINC00937,LINC00937 (1560119_at),0.0
1560116_a_at,NEDD1,NEDD1 (1560116_a_at),0.0
1559820_at,,1559820_at,0.0
1559591_s_at,CHDH,CHDH (1559591_s_at),0.0
1559589_a_at,,1559589_a_at,0.0
1559496_at,PPA2,PPA2 (1559496_at),0.0
1559436_x_at,,1559436_x_at,0.0
1559419_at,CACNB2,CACNB2 (1559419_at),0.0
1559394_a_at,,1559394_a_at,0.0
1558784_at,LOC100133089,LOC100133089 (1558784_at),0.0
1558740_s_at,,1558740_s_at,0.0
1558702_at,TEX10,TEX10 (1558702_at),0.0
1558678_s_at,MALAT1,MALAT1 (1558678_s_at),0.0
1561631_at,,1561631_at,0.0
1562062_at,,1562062_at,0.0
1558299_at,,1558299_at,0.0
1562063_x_at,,1562063_x_at,0.0
1569661_at,NPAS3,NPAS3 (1569661_at),0.0
1569641_at,,1569641_at,0.0
1569409_x_at,,1569409_x_at,0.0
1568986_x_at,PIGT,PIGT (1568986_x_at),0.0
1568612_at,GABRG2,GABRG2 (1568612_at),0.0
1568408_x_at,,1568408_x_at,0.0
1566887_x_at,,1566887_x_at,0.0
1566785_x_at,NSF,NSF (1566785_x_at),0.0
1566783_at,,1566783_at,0.0
1566638_at,,1566638_at,0.0
1566093_at,ARHGEF12,ARHGEF12 (1566093_at),0.0
1565844_at,BRPF3,BRPF3 (1565844_at),0.0
1565620_at,AGAP4,AGAP4 (1565620_at),0.0
1564580_at,,1564580_at,0.0
1563455_at,SIK3,SIK3 (1563455_at),0.0
1563130_a_at,,1563130_a_at,0.0
1563088_a_at,LOC284837,LOC284837 (1563088_a_at),0.0
1562898_at,,1562898_at,0.0
1562550_at,,1562550_at,0.0
1558546_at,DNASE1,DNASE1 (1558546_at),0.0
1558275_at,,1558275_at,0.0
1570021_at,,1570021_at,0.0
1554636_at,,1554636_at,0.0
1554473_at,SRGAP1,SRGAP1 (1554473_at),0.0
1554287_at,TRIM4,TRIM4 (1554287_at),0.0
1554251_at,HP1BP3,HP1BP3 (1554251_at),0.0
1554250_s_at,STAG3L2|STAG3L3|TRIM73,STAG3L2|STAG3L3|TRIM73 (1554250_s_at),0.0
1554213_at,ARHGEF10,ARHGEF10 (1554213_at),0.0
1554116_s_at,PARP11,PARP11 (1554116_s_at),0.0
1554079_at,GALNT18,GALNT18 (1554079_at),0.0
1554007_at,,1554007_at,0.0
1553976_a_at,DPCD,DPCD (1553976_a_at),0.0
1553909_x_at,FAM178A,FAM178A (1553909_x_at),0.0
1553693_s_at,CBR4,CBR4 (1553693_s_at),0.0
1553357_at,LINC00889,LINC00889 (1553357_at),0.0
1553126_a_at,SLC39A12,SLC39A12 (1553126_a_at),0.0
1553107_s_at,C5orf24,C5orf24 (1553107_s_at),0.0
1552735_at,PCDHGA4,PCDHGA4 (1552735_at),0.0
1552536_at,VTI1A,VTI1A (1552536_at),0.0
1552482_at,RAPH1,RAPH1 (1552482_at),0.0
1552362_a_at,LEAP2,LEAP2 (1552362_a_at),0.0
1552302_at,TMEM106A,TMEM106A (1552302_at),0.0
1554510_s_at,GHITM,GHITM (1554510_s_at),0.0
1554671_a_at,SRRM2,SRRM2 (1554671_a_at),0.0
1557797_a_at,,1557797_a_at,0.0
1554675_a_at,SYCE1,SYCE1 (1554675_a_at),0.0
1557685_at,ASAP1-IT2,ASAP1-IT2 (1557685_at),0.0
1557394_at,DLGAP4,DLGAP4 (1557394_at),0.0
1557286_at,,1557286_at,0.0
1556964_s_at,,1556964_s_at,0.0
1556950_s_at,SERPINB6,SERPINB6 (1556950_s_at),0.0
1556813_at,,1556813_at,0.0
1556641_at,SLC7A14,SLC7A14 (1556641_at),0.0
1556442_x_at,,1556442_x_at,0.0
1556425_a_at,LOC284219,LOC284219 (1556425_a_at),0.0
1556420_s_at,YPEL2,YPEL2 (1556420_s_at),0.0
1556378_a_at,LOC101927424|LOC101929800|LOC440896,LOC101927424|LOC101929800|LOC440896 (1556378_a_at),0.0
1556373_a_at,FAM185A,FAM185A (1556373_a_at),0.0
1556359_at,C6orf89,C6orf89 (1556359_at),0.0
1556352_at,,1556352_at,0.0
1555881_s_at,LZTS2,LZTS2 (1555881_s_at),0.0
1555278_a_at,CKAP5,CKAP5 (1555278_a_at),0.0
1554963_at,,1554963_at,0.0
1554771_at,RP11-690I21.2,RP11-690I21.2 (1554771_at),0.0
1554770_x_at,ZNF785,ZNF785 (1554770_x_at),0.0
1569854_at,,1569854_at,0.0
1570210_x_at,PPP6R2,PPP6R2 (1570210_x_at),0.0
201550_x_at,ACTB|ACTG1,ACTB|ACTG1 (201550_x_at),0.0
201226_at,NDUFB8,NDUFB8 (201226_at),0.0
201164_s_at,PUM1,PUM1 (201164_s_at),0.0
